Key,koreana
medicalFirstAidKitSchematic,"응급 치료 키트 도면"
medicalPlasterCastSchematic,"깁스 도면"
meleeToolAxeT1IronFireaxe,"철 소방도끼"
meleeToolAxeT1IronFireaxeDesc,"나무에 [decea3]+200%[-] 추가 데미지를 줍니다."
meleeToolAxeT2SteelAxe,"강철 도끼"
meleeToolAxeT2SteelAxeDesc,"나무에 [decea3]+300%[-] 추가 데미지를 줍니다."
meleeToolAxeT3Chainsaw,"전기톱"
meleeToolAxeT3ChainsawDesc,"나무에 [decea3]+300%[-] 추가 데미지를 줍니다."
meleeToolAxeT3ChainsawSchematic,"전기톱 도면"
meleeToolFlashlight02,"손전등"
meleeToolFlashlight02Desc,"광원으로 사용할 수 있습니다."
meleeToolHuntingKnife,"사냥용 단검"
meleeToolHuntingKnifeDesc,"나무를 잘라 [decea3]송진[-]을 얻는 데 유용하며, 선인장을 잘라 [decea3]유카[-]를 얻는데 좋습니다. 동물 내장을 제거하는데도 유용합니다."
meleeToolIronSetSchematic,"철 도구 도면 세트"
meleeToolMachete,"철 마체테"
meleeToolMacheteDesc,"나무를 잘라 [decea3]송진[-]을 얻는 데 유용하며, 선인장을 잘라 [decea3]유카[-]를 얻는데 좋습니다. 동물 내장을 제거하거나 좀비의 팔다리를 절단하는데도 유용합니다."
meleeToolPickT1IronPickaxe,"철 곡괭이"
meleeToolPickT1IronPickaxeDesc,"광석과 아스팔트에 [decea3]+100%[-] 추가 데미지를 줍니다. 돌을 부수거나 광물을 채굴하는데 좋습니다."
meleeToolPickT2SteelPickaxe,"강철 곡괭이"
meleeToolPickT2SteelPickaxeDesc,"광석과 아스팔트에 [decea3]+100%[-] 추가 데미지를 줍니다. 돌을 부수거나 광물을 채굴하는데 훌륭한 도구입니다."
meleeToolPickT3Auger,"나사송곳"
meleeToolPickT3AugerDesc,"토사와 아스팔트에 [decea3]+120%[-] 추가 데미지를 줍니다."
meleeToolPickT3AugerSchematic,"나사송곳 도면"
meleeToolRepairT1ClawHammer,"장도리"
meleeToolRepairT1ClawHammerDesc,"좋은 블록 수리와 강화용 도구입니다. 무기로도 사용할 수 있습니다."
meleeToolRepairT3Nailgun,"네일 건"
meleeToolRepairT3NailgunDesc,"최고의 블록 수리와 강화용 도구입니다. 무기로도 사용할 수 있습니다."
meleeToolRepairT3NailgunSchematic,"네일 건 도면"
meleeToolRepairT0StoneAxe,"돌 도끼"
meleeToolRepairT0StoneAxeDesc,"나무에 [decea3]+200%[-] 추가 데미지를 줍니다. 훌륭한 무기는 아니지만 벌목에는 유용합니다."
meleeToolRepairT0TazasStoneAxe,"타자의 돌 도끼"
meleeToolRepairT0TazasStoneAxeDesc,"나무에 [decea3]+200%[-] 추가 데미지를 줍니다. 이 아파치 유물을 휘두른 자들은 전투에서 무적이었다고 전해져 내려옵니다."
meleeToolSalvageT1Wrench,"렌치"
meleeToolSalvageT1WrenchDesc,"자동차, 에어컨 등과 같은 기계 장치를 분해하는 도구입니다. 자동차를 수리할 수도 있습니다."
meleeToolSalvageT1WrenchSchematic,"렌치 도면"
meleeToolSalvageT2Ratchet,"레칫"
meleeToolSalvageT2RatchetDesc,"자동차, 에어컨 등과 같은 기계 장치를 분해하는 도구입니다. 자동차를 수리할 수도 있습니다."
meleeToolSalvageT2RatchetSchematic,"레칫 도면"
meleeToolSalvageT3ImpactDriver,"임팩트 드라이버"
meleeToolSalvageT3ImpactDriverDesc,"자동차, 에어컨 등과 같은 기계 장치를 분해하는 도구입니다. 자동차를 수리할 수도 있습니다."
meleeToolSalvageT3ImpactDriverSchematic,"임팩트 드라이버 도면"
meleeToolShovelIron,"철 삽"
meleeToolShovelIronDesc,"흙, 모래, 눈을 파내기에 적합한 도구입니다."
meleeToolShovelSteel,"강철 삽"
meleeToolShovelSteelDesc,"흙, 모래, 눈을 파내기에 적합한 도구입니다."
meleeToolShovelT0StoneShovel,"돌 삽"
meleeToolShovelT0StoneShovelDesc,"원시적인 발굴 도구입니다. 흙, 모래, 눈을 모으는데 쓸만하지만 더 좋은 도구가 없는 경우에나 사용합니다."
meleeToolShovelT1IronShovel,"철 삽"
meleeToolShovelT1IronShovelDesc,"흙, 모래, 눈을 파내기에 적합한 도구입니다."
meleeToolShovelT2SteelShovel,"강철 삽"
meleeToolShovelT2SteelShovelDesc,"흙, 모래, 눈을 파내기에는 최고의 도구입니다."
meleeToolSteelSetSchematic,"강철 도구 도면 세트"
meleeToolTorch,"횃불"
meleeToolTorchDesc,"광원으로 사용할 수 있습니다. 적에게 불을 붙일 수도 있습니다."
meleeWpnBatonT2StunBaton,"전기 진압봉"
meleeWpnBatonT2StunBatonDesc,"원시적이지만 강력한 무력과 기술력의 조합입니다."
meleeWpnBatonT2StunBatonSchematic,"전기 진압봉 도면"
meleeWpnBladeT0BoneKnife,"뼈 칼"
meleeWpnBladeT0BoneKnifeDesc,"동물 내장을 제거하는데 유용합니다. 공격 시 적에게 출혈을 일으킬 수 있습니다."
meleeWpnBladeT1HuntingKnife,"사냥용 단검"
meleeWpnBladeT1HuntingKnifeDesc,"동물 내장을 제거하는데 유용합니다. 공격 시 적에게 출혈을 일으킬 수 있습니다."
meleeWpnBladeT1HuntingKnifeSchematic,"사냥용 단검 도면"
meleeWpnBladeT1CandyKnife,"사탕 칼"
meleeWpnBladeT1CandyKnifeDesc,"축제 분위기에 휩싸인 공격을 해보십시오!"
meleeWpnBladeT3Machete,"고철 마체테"
meleeWpnBladeT3MacheteDesc,"동물 내장을 제거하는데 유용합니다. 공격 시 적에게 출혈을 일으킬 수 있습니다."
meleeWpnClubT0WoodenClub,"목재 곤봉"
meleeWpnClubT0WoodenClubDesc,"무릎과 두개골을 박살내는 데 좋은 원시 무기입니다."
meleeWpnClubT1BaseballBat,"야구 방망이"
meleeWpnClubT1BaseballBatDesc,"원시 무기보다는 조금 더 강력한 힘으로 무릎과 두개골을 박살냅니다."
meleeWpnClubT1BaseballBatSchematic,"야구 방망이 도면"
meleeWpnClubT1CandyClub,"사탕 막대 곤봉"
meleeWpnClubT1CandyClubDesc,"축제 분위기에서 적을 물리치십시오!"
meleeWpnClubT3SteelClub,"강철 곤봉"
meleeWpnClubT3SteelClubDesc,"무릎과 두개골을 부러뜨리는 데에는 충분한 내구성과 강력한 타격을 할 수 있는 곤봉입니다."
meleeWpnKnucklesT0LeatherKnuckles,"가죽 너클"
meleeWpnKnucklesT0LeatherKnucklesDesc,"손을 보호함과 동시에 주먹을 강하게 만듭니다."
meleeWpnKnucklesT1IronKnuckles,"철 너클"
meleeWpnKnucklesT1IronKnucklesDesc,"손을 보호함과 동시에 주먹을 강하게 만듭니다."
meleeWpnKnucklesT1IronKnucklesSchematic,"철 너클 도면"
meleeWpnKnucklesT3SteelKnuckles,"강철 너클"
meleeWpnKnucklesT3SteelKnucklesDesc,"손을 보호함과 동시에 주먹을 강하게 만듭니다. 동물 내장을 제거하는 데도 유용합니다."
meleeWpnKnucklesT3SteelKnucklesSchematic,"강철 너클 도면"
meleeWpnBatonT0PipeBaton,"파이프 진압봉"
meleeWpnBatonT0PipeBatonDesc,"고물 부품과 파이프로 만든 진압봉입니다. 무게는 가볍지만 괜찮게 두드려팰 수 있습니다."
meleeWpnSledgeT0StoneSledgehammer,"돌 슬레지 해머"
meleeWpnSledgeT0StoneSledgehammerDesc,"골통을 부수기에는 최고의 무기 중 하나입니다."
meleeWpnSledgeT1IronSledgehammer,"철 슬레지 해머"
meleeWpnSledgeT1IronSledgehammerDesc,"골통을 부수기에는 최고의 무기 중 하나입니다."
meleeWpnSledgeT1IronSledgehammerSchematic,"철 슬레지 해머 도면"
meleeWpnSledgeT3SteelSledgehammer,"강철 슬레지 해머"
meleeWpnSledgeT3SteelSledgehammerDesc,"골통을 부수기에는 최고의 무기 중 하나입니다."
meleeWpnSledgeT3SteelSledgehammerSchematic,"강철 슬레지 해머 도면"
meleeWpnSpearT0StoneSpear,"돌 창"
meleeWpnSpearT0StoneSpearDesc,"근접 무기로 사용하거나, 투척하여 원거리 무기로도 사용할 수 있습니다."
meleeWpnSpearT1IronSpear,"철 창"
meleeWpnSpearT1IronSpearDesc,"근접 무기로 사용하거나, 투척하여 원거리 무기로도 사용할 수 있습니다."
meleeWpnSpearT1IronSpearSchematic,"철 창 도면"
meleeWpnSpearT3SteelSpear,"강철 창"
meleeWpnSpearT3SteelSpearDesc,"근접 무기로 사용하거나, 투척하여 원거리 무기로도 사용할 수 있습니다."
modArmorAdvancedMuffledConnectors,"고급 소음 방지 장치 개조"
modArmorAdvancedMuffledConnectorsSchematic,"고급 소음 방지 장치 개조 도면"
modArmorBandolier,"탄띠 개조"
modArmorBandolierSchematic,"탄띠 개조 도면"
modArmorCoolingMesh,"냉각 메시 개조"
modArmorCoolingMeshSchematic,"냉각 메시 개조 도면"
modArmorCustomizedFittings,"커스텀 피팅 개조"
modArmorCustomizedFittingsSchematic,"커스텀 피팅 개조 도면"
modArmorDoubleStoragePocket,"방어구 2배 주머니 개조"
modArmorDoubleStoragePocketDesc,"[decea3]방어구 개조[-]\n방어구에 장착해서 인벤토리 무게를 확장합니다."
modArmorDoubleStoragePocketSchematic,"방어구 2배 주머니 개조 도면"
modArmorHelmetLight,"헬멧 조명 개조"
modArmorHelmetLightSchematic,"헬멧 조명 개조 도면"
modArmorImpactBracing,"낙법 개조"
modArmorImpactBracingSchematic,"낙법 개조 도면"
modArmorImprovedFittings,"피팅 개선 개조"
modArmorImprovedFittingsSchematic,"피팅 개선 개조 도면"
modArmorInsulatedLiner,"단열 안감 개조"
modArmorInsulatedLinerSchematic,"단열 안감 개조 도면"
modArmorMuffledConnectors,"소음 방지 장치 개조"
modArmorMuffledConnectorsSchematic,"소음 방지 장치 개조 도면"
modArmorPlatingBasic,"방어구 플레이트 추가 개조"
modArmorPlatingBasicSchematic,"방어구 플레이트 추가 개조 도면"
modArmorPlatingReinforced,"고급 방어구 플레이트 추가 개조"
modArmorPlatingReinforcedSchematic,"고급 방어구 플레이트 추가 개조 도면"
modArmorStoragePocket,"방어구 주머니 개조"
modArmorStoragePocketDesc,"[decea3]방어구 개조[-]\n방어구에 장착해서 인벤토리 무게를 확장합니다."
modArmorStoragePocketSchematic,"방어구 주머니 개조 도면"
modArmorTripleStoragePocket,"방어구 3배 주머니 개조"
modArmorTripleStoragePocketDesc,"[decea3]방어구 개조[-]\n방어구에 장착해서 인벤토리 무게를 확장합니다."
modArmorTripleStoragePocketSchematic,"방어구 3배 주머니 개조 도면"
modArmorWaterPurifier,"정수기 개조"
modArmorWaterPurifierSchematic,"정수기 개조 도면"
modClothingStoragePocket,"의류 주머니 개조"
modClothingStoragePocketDesc,"[decea3]의복 개조[-]\n의복에 장착해서 인벤토리 무게를 확장합니다."
modClothingCargoStoragePocket,"의류 2배 주머니 개조"
modClothingCargoStoragePocketDesc,"[decea3]의복 개조[-]\n의복에 장착해서 인벤토리 무게를 확장합니다."
modFuelTankLarge,"모터 도구 대형 탱크 개조"
modFuelTankLargeSchematic,"모터 도구 대형 탱크 개조 도면"
modFuelTankSmall,"모터 도구 소형 탱크 개조"
modFuelTankSmallSchematic,"모터 도구 소형 탱크 개조 도면"
modGunBarrelExtender,"총열 확장 개조"
modGunBarrelExtenderSchematic,"총열 확장 개조 도면"
modGunBipod,"양각대 개조"
modGunBipodSchematic,"양각대 개조 도면"
modGunBowArrowRest,"화살 받침 개조"
modGunBowArrowRestSchematic,"화살 받침 개조 도면"
modGunBowPolymerString,"중합체 끈 개조"
modGunBowPolymerStringSchematic,"중합체 끈 개조 도면"
modGunChoke,"샷건 총구 개조"
modGunChokeSchematic,"샷건 총구 개조 도면"
modGunCrippleEm,"불구 개조"
modGunCrippleEmSchematic,"불구 개조 도면"
modGunDrumMagazineExtender,"드럼 탄창 개조"
modGunDrumMagazineExtenderDesc,"이 대형 드럼 탄창은 기관총의 탄창 용량을 늘려주지만 재장전 속도는 조금 떨어집니다."
modGunDuckbill,"샷건 덕빌 개조"
modGunDuckbillSchematic,"샷건 덕빌 개조 도면"
modGunFlashlight,"무기 손전등 개조"
modGunFlashlightSchematic,"무기 손전등 개조 도면"
modGunForegrip,"수직 손잡이 개조"
modGunForegripSchematic,"수직 손잡이 개조 도면"
modGunLaserSight,"레이저 조준기 개조"
modGunLaserSightSchematic,"레이저 조준기 개조 도면"
modGunMagazineExtender,"탄창 확장 개조"
modGunMagazineExtenderSchematic,"탄창 확장 개조 도면"
modGunMeleeBlessedMetal,"신성한 금속 개조"
modGunMeleeBlessedMetalDesc,"언데드 표적에게 더 많은 데미지를 가합니다."
modGunMeleeBlessedMetalSchematic,"신성한 금속 개조 도면"
modGunMeleeRadRemover,"방사능 제거 개조"
modGunMeleeRadRemoverSchematic,"방사능 제거 개조 도면"
modGunMeleeTheHunter,"사냥꾼 개조"
modGunMeleeTheHunterDesc,"동물에게 더 많은 데미지를 가합니다."
modGunMeleeTheHunterSchematic,"사냥꾼 개조 도면"
modGunMuzzleBrake,"소염기 개조"
modGunMuzzleBrakeSchematic,"소염기 개조 도면"
modGunReflexSight,"반사 조준경 개조"
modGunReflexSightSchematic,"반사 조준경 개조 도면"
modGunRetractingStock,"접이식 개머리판 개조"
modGunRetractingStockSchematic,"접이식 개머리판 개조 도면"
modGunScopeSmall,"2배 스코프 개조"
modGunScopeSmallSchematic,"2배 스코프 개조 도면"
modGunScopeMedium,"4배 스코프 개조"
modGunScopeMediumSchematic,"4배 스코프 개조 도면"
modGunScopeLarge,"8배 스코프 개조"
modGunScopeLargeSchematic,"8배 스코프 개조 도면"
modGunSoundSuppressorSilencer,"소음기 개조"
modGunSoundSuppressorSilencerSchematic,"소음기 개조 도면"
modGunTriggerGroupBurst3,"방아쇠 3점사 개조"
modGunTriggerGroupBurst3Schematic,"방아쇠 3점사 개조 도면"
modGunTriggerGroupAutomatic,"방아쇠 자동 사격 개조"
modGunTriggerGroupAutomaticSchematic,"방아쇠 자동 사격 개조 도면"
modGunTriggerGroupSemi,"방아쇠 반자동 사격 개조"
modGunTriggerGroupSemiSchematic,"방아쇠 반자동 사격 개조 도면"
modMeleeBunkerBuster,"벙커 버스터 개조"
modMeleeBunkerBusterDesc,"[decea3]돌[-]에 더 많은 데미지를 가합니다."
modMeleeBunkerBusterSchematic,"벙커 버스터 개조 도면"
modMeleeClubBurningShaft,"화염 자루 개조"
modMeleeClubBurningShaftSchematic,"화염 자루 개조 도면"
modMeleeClubBarbedWire,"가시철사 개조"
modMeleeClubBarbedWireSchematic,"가시철사 개조 도면"
modMeleeClubMetalSpikes,"금속 스파이크 개조"
modMeleeClubMetalSpikesSchematic,"금속 스파이크 개조 도면"
modMeleeDiamondTip,"다이아몬드 칼날 끝 개조"
modMeleeDiamondTipDesc,"이 개조 부품을 장착한 도구나 날붙이 도구의 내구도 소모 속도가 감소합니다."
modMeleeErgonomicGrip,"인체 공학 손잡이 개조"
modMeleeErgonomicGripSchematic,"인체 공학 손잡이 개조 도면"
modMeleeFiremansAxeMod,"소방관의 도끼 개조"
modMeleeFiremansAxeModDesc,"블록에 더 많은 데미지를 가하지만 적에게 가하는 데미지는 줄어듭니다."
modMeleeFortifyingGrip,"강화 손잡이 개조"
modMeleeFortifyingGripSchematic,"강화 손잡이 개조 도면"
modMeleeGraveDigger,"무덤 굴착 개조"
modMeleeGraveDiggerDesc,"[decea3]흙[-]에 더 많은 데미지를 가합니다."
modMeleeGraveDiggerSchematic,"무덤 굴착 개조 도면"
modMeleeIronBreaker,"강철제 브레이커 개조"
modMeleeIronBreakerDesc,"[decea3]철[-]에 더 많은 데미지를 가합니다."
modMeleeIronBreakerSchematic,"강철제 브레이커 개조 도면"
modMeleeSerratedBlade,"톱날 개조"
modMeleeSerratedBladeSchematic,"톱날 개조 도면"
modMeleeStructuralBrace,"구조적 죔쇠 개조"
modMeleeStructuralBraceDesc,"이 개조 부품을 장착한 도구나 날붙이 도구의 내구도 소모 속도가 감소합니다."
modMeleeStructuralBraceSchematic,"구조적 죔쇠 개조 도면"
modMeleeTemperedBlade,"강화 칼날 개조"
modMeleeTemperedBladeDesc,"블록에 더 많은 데미지를 가하고 무기의 내구도 소모 속도가 감소됩니다."
modMeleeTemperedBladeSchematic,"강화 칼날 개조 도면"
modMeleeWeightedHead,"무거운 헤드 개조"
modMeleeWeightedHeadDesc,"일부 근접 무기 및 도구를 위한 개조입니다.\n상대를 기절 및 둔화시킬 확률을 추가합니다."
modMeleeWeightedHeadSchematic,"무거운 헤드 개조 도면"
modMeleeWoodSplitter,"목재 절삭기 개조"
modMeleeWoodSplitterDesc,"[decea3]나무[-]에 더 많은 데미지를 가합니다."
modMeleeWoodSplitterSchematic,"목재 절삭기 개조 도면"
modRoboticDroneArmorPlatingMod,"드론 갑옷 플레이트 개조"
modRoboticDroneArmorPlatingModSchematic,"드론 갑옷 플레이트 개조 도면"
modRoboticDroneCargoMod,"드론 화물 개조"
modRoboticDroneCargoModSchematic,"드론 화물 개조 도면"
modRoboticDroneHeadlampMod,"드론 해드램프 개조"
modRoboticDroneHeadlampModSchematic,"드론 해드램프 개조 도면"
modRoboticDroneMedicMod,"드론 의료 개조"
modRoboticDroneMedicModSchematic,"드론 의료 개조 도면"
modRoboticDroneMoraleBoosterMod,"드론 사기 증진 개조"
modRoboticDroneMoraleBoosterModSchematic,"드론 사기 증진 개조 도면"
modShotgunSawedOffBarrel,"총신 절단 샷건 개조"
modShotgunSawedOffBarrelSchematic,"총신 절단 샷건 개조 도면"
modVehicleExpandedSeat,"차량 추가 좌석 개조"
modVehicleExpandedSeatSchematic,"차량 추가 좌석 개조 도면"
modVehicleFuelSaver,"차량 연료 절감 개조"
modVehicleFuelSaverSchematic,"차량 연료 절감 개조 도면"
modVehicleOffRoadHeadlights,"차량 오프로드 헤드라이트 개조"
modVehicleOffRoadHeadlightsSchematic,"차량 오프로드 헤드라이트 개조 도면"
modVehicleReserveFuelTank,"차량 연료 탱크 개조"
modVehicleReserveFuelTankDesc,"차량의 연료 탱크 용량을 증가시킵니다."
modVehicleReserveFuelTankSchematic,"차량 연료 탱크 개조 도면"
modVehicleSuperCharger,"차량 슈퍼 충전 개조"
